                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    187,                0.58967,                 0.4165,                0.87717,                0.98595,                0.97837,                0.99354,                0.87207,                0.60028,                0.40471,                0.97385,              0.0087724,              0.0087724,              0.0087724
                    188,                0.59727,                0.41505,                0.86904,                0.98072,                0.98478,                0.99325,                0.87621,                0.58423,                0.40341,                0.95254,              0.0087658,              0.0087658,              0.0087658
                    189,                0.57952,                0.41267,                0.87324,                0.98719,                0.98077,                0.99318,                 0.8799,                0.58735,                0.39713,                0.93839,              0.0087592,              0.0087592,              0.0087592
                    190,                0.59616,                0.41626,                0.88178,                 0.9863,                0.98068,                0.99273,                0.87507,                0.62646,                0.41311,                0.96842,              0.0087526,              0.0087526,              0.0087526
                    191,                0.59286,                0.41462,                0.87455,                0.98128,                0.98077,                0.99142,                0.86335,                0.64694,                0.43039,                 0.9787,               0.008746,               0.008746,               0.008746
                    192,                 0.5879,                0.41216,                0.87372,                0.98118,                0.98317,                0.99229,                0.87106,                0.58279,                0.41705,                0.94394,              0.0087394,              0.0087394,              0.0087394
                    193,                 0.5786,                0.40747,                0.87372,                0.98255,                0.97917,                0.99311,                0.87239,                0.61817,                0.42003,                0.99058,              0.0087328,              0.0087328,              0.0087328
                    194,                0.58484,                0.40713,                0.87694,                 0.9722,                0.98237,                0.98917,                0.87577,                0.57616,                0.45515,                0.93447,              0.0087262,              0.0087262,              0.0087262
                    195,                0.58169,                0.41217,                0.87327,                0.98281,                0.98157,                0.99269,                0.86748,                0.57929,                0.41652,                0.93333,              0.0087196,              0.0087196,              0.0087196
                    196,                0.59597,                0.41759,                0.87805,                0.98616,                0.98157,                0.99407,                0.87867,                0.54977,                0.41549,                0.92799,               0.008713,               0.008713,               0.008713
                    197,                0.57874,                0.40844,                0.86781,                0.97923,                0.98245,                0.99271,                0.88034,                0.57809,                0.41921,                0.94203,              0.0087064,              0.0087064,              0.0087064
                    198,                 0.5883,                0.41162,                0.87856,                0.98401,                0.98077,                 0.9912,                0.87671,                0.59781,                 0.4141,                0.94992,              0.0086998,              0.0086998,              0.0086998
                    199,                0.58634,                0.41277,                 0.8833,                 0.9887,                0.98195,                0.99277,                0.88009,                0.56061,                0.39345,                0.91463,              0.0086932,              0.0086932,              0.0086932
                    200,                 0.5627,                 0.4062,                0.87081,                 0.9824,                0.98419,                0.99269,                0.88184,                0.56757,                 0.4023,                0.93735,              0.0086866,              0.0086866,              0.0086866
                    201,                0.58398,                0.40527,                0.87685,                0.98485,                0.98237,                0.99389,                0.88417,                 0.5675,                0.40314,                0.93006,                0.00868,                0.00868,                0.00868
                    202,                0.56411,                0.40182,                0.86833,                0.98298,                0.97196,                0.99225,                0.86503,                 0.5865,                0.42435,                0.95041,              0.0086734,              0.0086734,              0.0086734
                    203,                0.55475,                0.39807,                0.87298,                0.98944,                0.98077,                0.99295,                0.87858,                0.58438,                0.39969,                0.94368,              0.0086668,              0.0086668,              0.0086668
                    204,                0.58252,                0.40131,                0.87123,                0.97324,                0.97676,                0.98882,                0.86277,                0.60159,                0.47839,                0.97046,              0.0086602,              0.0086602,              0.0086602
                    205,                0.57817,                0.40638,                 0.8834,                0.98951,                0.98293,                0.99462,                0.88017,                0.57306,                0.39483,                0.93713,              0.0086536,              0.0086536,              0.0086536
                    206,                0.57109,                0.40709,                 0.8779,                0.98907,                0.98157,                0.99422,                0.88237,                0.60662,                0.40334,                0.97073,               0.008647,               0.008647,               0.008647
                    207,                 0.5793,                0.40977,                0.86705,                0.98317,                0.98272,                0.99358,                0.87667,                0.58967,                0.41938,                0.94617,              0.0086404,              0.0086404,              0.0086404
                    208,                0.57845,                0.40301,                0.86486,                0.97849,                0.98397,                0.99262,                0.87922,                0.60305,                0.42329,                0.92868,              0.0086338,              0.0086338,              0.0086338
                    209,                0.56819,                0.39972,                0.86627,                0.98886,                0.98237,                0.99442,                0.87406,                0.59467,                0.42773,                0.93615,              0.0086272,              0.0086272,              0.0086272
                    210,                0.56057,                0.40181,                0.86661,                0.98948,                   0.98,                0.99429,                0.87684,                0.56814,                 0.3936,                0.92526,              0.0086206,              0.0086206,              0.0086206
                    211,                0.57121,                0.40014,                0.86949,                0.98921,                0.98237,                0.99303,                0.88591,                0.56587,                0.38894,                0.92654,               0.008614,               0.008614,               0.008614
                    212,                0.55465,                0.40603,                0.86489,                0.98714,                0.98386,                0.99354,                0.87963,                0.56447,                0.40104,                0.92214,              0.0086074,              0.0086074,              0.0086074
                    213,                0.57311,                 0.4036,                0.87924,                0.98717,                 0.9867,                0.99412,                0.88471,                0.54847,                0.39945,                0.91642,              0.0086008,              0.0086008,              0.0086008
                    214,                0.54702,                0.39501,                0.87335,                0.98045,                0.98317,                0.99203,                0.88062,                0.55749,                0.41268,                0.91639,              0.0085942,              0.0085942,              0.0085942
                    215,                0.56471,                0.39783,                0.86342,                0.97823,                0.98237,                0.99241,                0.86825,                0.61003,                0.43257,                   0.96,              0.0085876,              0.0085876,              0.0085876
                    216,                0.56327,                 0.4031,                0.86681,                0.98214,                0.99199,                0.99449,                0.89147,                0.53481,                0.38573,                0.91002,               0.008581,               0.008581,               0.008581
                    217,                0.55429,                0.39527,                0.87056,                0.99003,                0.98397,                0.99353,                0.88053,                0.53647,                0.38851,                0.91305,              0.0085744,              0.0085744,              0.0085744
                    218,                0.56749,                0.39218,                0.87254,                0.98429,                0.97917,                0.99148,                0.87357,                0.57348,                0.44889,                 0.9429,              0.0085678,              0.0085678,              0.0085678
                    219,                0.55691,                 0.3923,                0.86738,                0.98297,                0.98237,                0.99366,                0.88372,                0.58566,                0.42724,                0.95459,              0.0085612,              0.0085612,              0.0085612
                    220,                0.55913,                0.39313,                0.87137,                 0.9935,                 0.9796,                0.99442,                0.88463,                0.58722,                 0.4051,                0.95742,              0.0085546,              0.0085546,              0.0085546
                    221,                0.55202,                0.39481,                0.86602,                0.98952,                0.98388,                0.99416,                0.88319,                0.54949,                0.39304,                  0.937,               0.008548,               0.008548,               0.008548
                    222,                0.56495,                0.40471,                0.87451,                0.98374,                0.98317,                0.99246,                0.88863,                0.53877,                0.40694,                0.91946,              0.0085414,              0.0085414,              0.0085414
                    223,                0.54999,                0.39806,                0.87094,                0.98118,                0.98317,                 0.9904,                0.87957,                0.55232,                0.42866,                  0.924,              0.0085348,              0.0085348,              0.0085348
                    224,                0.54452,                 0.3848,                0.86367,                0.98982,                0.98397,                0.99349,                0.89046,                0.52643,                0.38413,                0.90195,              0.0085282,              0.0085282,              0.0085282
                    225,                0.58663,                0.39922,                0.87349,                0.99112,                0.98432,                0.99416,                0.88612,                0.55169,                0.39552,                0.92015,              0.0085216,              0.0085216,              0.0085216
                    226,                0.55835,                0.39841,                0.86528,                0.99515,                0.98237,                0.99463,                0.89311,                0.52561,                 0.3806,                0.90382,               0.008515,               0.008515,               0.008515
                    227,                0.54357,                0.38973,                0.86666,                0.98319,                0.98397,                0.99247,                0.88221,                0.56431,                0.42379,                 0.9281,              0.0085084,              0.0085084,              0.0085084
                    228,                0.56932,                 0.3969,                0.87023,                0.98678,                0.98157,                 0.9936,                0.89037,                0.54906,                0.40185,                0.91403,              0.0085018,              0.0085018,              0.0085018
                    229,                0.56962,                 0.3935,                0.87752,                0.98757,                0.98317,                0.99373,                0.88367,                0.56036,                0.40139,                0.92226,              0.0084952,              0.0084952,              0.0084952
                    230,                0.54213,                0.38878,                 0.8682,                0.98513,                0.98157,                0.99352,                0.88834,                0.56673,                 0.4086,                0.92601,              0.0084886,              0.0084886,              0.0084886
                    231,                0.53078,                0.38412,                0.86075,                0.98836,                0.98317,                0.99424,                0.89084,                0.53895,                0.38549,                0.90241,               0.008482,               0.008482,               0.008482
                    232,                0.54537,                0.38233,                0.85777,                0.98291,                0.98317,                0.99375,                0.87905,                0.64383,                0.42214,                0.98637,              0.0084754,              0.0084754,              0.0084754
                    233,                0.54667,                0.38355,                0.86874,                0.98869,                0.98317,                0.99441,                0.88742,                0.58903,                0.40074,                0.93318,              0.0084688,              0.0084688,              0.0084688
                    234,                0.54958,                0.38358,                0.86507,                 0.9895,                0.98145,                0.99371,                0.89111,                0.53684,                0.38593,                0.90237,              0.0084622,              0.0084622,              0.0084622
                    235,                0.53098,                0.36952,                0.85793,                0.98675,                0.98638,                0.99393,                0.88971,                0.53916,                0.38207,                0.90845,              0.0084556,              0.0084556,              0.0084556
                    236,                0.56175,                0.39384,                 0.8737,                0.98371,                0.97837,                0.99277,                0.88465,                0.53749,                0.39893,                 0.9169,               0.008449,               0.008449,               0.008449
                    237,                0.54487,                0.39034,                0.86356,                0.98373,                0.97997,                0.99337,                0.88431,                0.56677,                0.40868,                0.94188,              0.0084424,              0.0084424,              0.0084424
                    238,                0.55409,                0.39104,                0.87202,                0.98241,                0.98436,                0.99386,                0.89676,                0.50606,                0.37561,                  0.898,              0.0084358,              0.0084358,              0.0084358
                    239,                0.55869,                0.39878,                0.87575,                0.98553,                0.98214,                0.99287,                0.89472,                 0.5116,                0.37538,                0.89331,              0.0084292,              0.0084292,              0.0084292
                    240,                0.54585,                0.39142,                0.86826,                 0.9871,                0.98133,                0.99295,                0.88601,                0.53443,                0.39242,                0.91667,              0.0084226,              0.0084226,              0.0084226
                    241,                0.53616,                0.38522,                0.86314,                0.99272,                0.98394,                 0.9944,                0.89934,                0.52286,                0.38637,                0.90257,               0.008416,               0.008416,               0.008416
                    242,                0.54343,                 0.3899,                0.86753,                0.98712,                0.98272,                0.99403,                0.89585,                0.51656,                0.37882,                0.89462,              0.0084094,              0.0084094,              0.0084094
                    243,                 0.5411,                0.38985,                0.86253,                0.98769,                0.98478,                0.99429,                0.89158,                0.56451,                 0.3888,                0.91403,              0.0084028,              0.0084028,              0.0084028
                    244,                0.54716,                0.38685,                0.86628,                0.98766,                0.98478,                0.99396,                0.88822,                0.58332,                0.40605,                0.94836,              0.0083962,              0.0083962,              0.0083962
                    245,                0.54312,                0.37759,                0.85839,                0.98873,                0.98442,                0.99417,                0.89629,                0.52126,                0.37153,                0.90761,              0.0083896,              0.0083896,              0.0083896
                    246,                0.52845,                0.37531,                0.85693,                0.99163,                0.98397,                0.99448,                0.89368,                0.51717,                0.37718,                 0.8961,               0.008383,               0.008383,               0.008383
                    247,                0.52974,                0.37751,                0.85362,                0.98968,                0.98638,                0.99421,                0.89804,                0.51159,                0.36329,                0.89162,              0.0083764,              0.0083764,              0.0083764
                    248,                0.52143,                 0.3755,                0.85513,                0.98552,                 0.9819,                0.99355,                0.88496,                 0.5616,                0.40555,                0.93723,              0.0083698,              0.0083698,              0.0083698
                    249,                0.53477,                0.37661,                0.86435,                0.99353,                0.98459,                0.99423,                0.89779,                0.53301,                 0.3737,                 0.9133,              0.0083632,              0.0083632,              0.0083632
                    250,                0.53411,                0.37784,                0.85589,                0.99275,                0.98727,                0.99462,                0.89529,                0.54897,                0.37002,                0.91691,              0.0083566,              0.0083566,              0.0083566
                    251,                0.54563,                0.38929,                0.87188,                 0.9912,                0.98157,                0.99443,                0.89203,                0.54033,                0.37352,                0.90521,                0.00835,                0.00835,                0.00835
                    252,                 0.5431,                0.37847,                0.85959,                0.99317,                0.98718,                0.99375,                0.89199,                0.51996,                0.37925,                0.89682,              0.0083434,              0.0083434,              0.0083434
                    253,                0.54129,                0.38453,                0.86719,                0.98948,                0.98317,                0.99334,                0.89692,                 0.5345,                0.37315,                0.90851,              0.0083368,              0.0083368,              0.0083368
                    254,                0.53704,                0.37491,                 0.8599,                0.98789,                0.98397,                0.99285,                0.89345,                0.54026,                0.38279,                0.90722,              0.0083302,              0.0083302,              0.0083302
                    255,                  0.534,                0.37864,                0.86514,                0.98576,                0.98157,                0.99377,                0.89349,                0.50175,                0.36176,                0.88417,              0.0083236,              0.0083236,              0.0083236
                    256,                0.51491,                0.37093,                0.85989,                  0.986,                0.98478,                0.99385,                0.89162,                 0.5104,                0.35914,                0.88684,               0.008317,               0.008317,               0.008317
                    257,                 0.5257,                0.38151,                  0.862,                0.98714,                0.98419,                0.99422,                0.89672,                0.52381,                0.35327,                0.89802,              0.0083104,              0.0083104,              0.0083104
                    258,                0.51857,                0.37276,                0.85708,                0.99354,                0.98534,                0.99456,                0.89943,                0.52563,                0.35741,                0.89472,              0.0083038,              0.0083038,              0.0083038
                    259,                 0.5354,                0.38047,                0.86304,                0.99567,                0.98478,                0.99424,                0.89713,                0.53666,                0.37081,                0.90657,              0.0082972,              0.0082972,              0.0082972
                    260,                0.52015,                0.38206,                0.86591,                0.99151,                0.98317,                0.99291,                0.89575,                0.51989,                0.36183,                0.90059,              0.0082906,              0.0082906,              0.0082906
                    261,                0.51868,                0.37491,                0.85503,                0.98976,                0.98157,                0.99398,                0.89444,                0.51866,                0.37034,                0.90643,               0.008284,               0.008284,               0.008284
                    262,                0.52695,                0.37548,                0.86318,                0.99031,                0.98309,                0.99456,                0.89909,                0.51851,                0.37022,                0.90869,              0.0082774,              0.0082774,              0.0082774
                    263,                0.53131,                0.37609,                0.86068,                0.99034,                0.98624,                0.99452,                0.90612,                0.48405,                0.34774,                0.88506,              0.0082708,              0.0082708,              0.0082708
                    264,                0.49741,                 0.3712,                0.86053,                0.99032,                0.98417,                0.99463,                0.89683,                0.50952,                0.36608,                0.89427,              0.0082642,              0.0082642,              0.0082642
                    265,                0.51138,                0.37157,                0.85737,                0.99214,                0.98478,                0.99469,                0.90242,                0.50559,                 0.3637,                0.90005,              0.0082576,              0.0082576,              0.0082576
                    266,                 0.5183,                 0.3692,                0.86193,                 0.9933,                0.98157,                0.99458,                 0.9038,                0.50646,                0.35584,                0.90438,               0.008251,               0.008251,               0.008251
                    267,                0.53459,                0.37373,                0.86455,                0.99272,                0.98343,                0.99427,                 0.9047,                 0.5094,                 0.3583,                0.88746,              0.0082444,              0.0082444,              0.0082444
                    268,                0.54113,                0.38427,                0.86168,                0.99111,                0.98242,                0.99387,                0.89889,                0.52533,                0.37376,                0.89653,              0.0082378,              0.0082378,              0.0082378
                    269,                0.51591,                0.37001,                0.85772,                0.99686,                0.98397,                0.99437,                 0.9027,                0.50905,                0.35736,                0.89155,              0.0082312,              0.0082312,              0.0082312
                    270,                0.51664,                0.37636,                0.86238,                0.98851,                0.98478,                0.99418,                0.89009,                0.52978,                0.38693,                0.90853,              0.0082246,              0.0082246,              0.0082246
                    271,                0.50279,                0.36753,                0.85792,                0.99189,                0.98397,                0.99431,                0.89651,                0.53135,                0.36828,                0.91305,               0.008218,               0.008218,               0.008218
                    272,                0.50886,                0.37283,                0.85115,                0.99837,                0.97913,                0.99474,                0.90038,                 0.5004,                0.35929,                0.87732,              0.0082114,              0.0082114,              0.0082114
                    273,                0.50596,                0.36795,                0.85895,                0.99116,                0.98397,                0.99457,                0.90126,                 0.5211,                0.37708,                0.90254,              0.0082048,              0.0082048,              0.0082048
                    274,                0.52985,                0.37716,                0.85767,                0.99423,                0.98478,                0.99454,                0.90008,                0.51022,                0.36097,                0.88313,              0.0081982,              0.0081982,              0.0081982
                    275,                 0.5199,                0.37121,                0.86786,                0.98981,                0.98558,                0.99445,                0.89898,                0.51105,                0.35546,                0.88931,              0.0081916,              0.0081916,              0.0081916
                    276,                0.49775,                0.36045,                0.85373,                0.98008,                0.98545,                0.99378,                0.89115,                0.50446,                0.37427,                0.88201,               0.008185,               0.008185,               0.008185
                    277,                0.52272,                0.37763,                0.86085,                0.98135,                0.97596,                0.99317,                0.88133,                0.57583,                0.39946,                0.92403,              0.0081784,              0.0081784,              0.0081784
                    278,                0.52593,                0.37796,                0.86255,                0.99112,                0.98363,                0.99448,                0.90098,                0.49756,                0.35433,                0.88246,              0.0081718,              0.0081718,              0.0081718
                    279,                0.52053,                0.36736,                0.85567,                0.98785,                0.98317,                0.99401,                0.90264,                0.49741,                0.34619,                0.87891,              0.0081652,              0.0081652,              0.0081652
                    280,                0.52176,                0.36898,                0.86504,                0.99273,                0.98494,                0.99462,                0.91056,                0.47254,                0.34456,                0.86804,              0.0081586,              0.0081586,              0.0081586
                    281,                0.51093,                0.37174,                0.85116,                0.99317,                0.98638,                0.99477,                0.91166,                0.49326,                0.35449,                0.88159,               0.008152,               0.008152,               0.008152
                    282,                 0.5029,                0.36555,                0.85744,                0.99023,                0.99199,                0.99479,                0.91352,                0.47076,                0.34086,                0.86855,              0.0081454,              0.0081454,              0.0081454
                    283,                0.50667,                0.36398,                0.85357,                0.99768,                0.98157,                0.99486,                0.90895,                0.47408,                0.33968,                0.87013,              0.0081388,              0.0081388,              0.0081388
                    284,                0.50637,                0.36925,                0.86183,                0.99561,                0.97997,                0.99475,                0.90891,                0.47017,                0.33687,                0.86386,              0.0081322,              0.0081322,              0.0081322
                    285,                0.50928,                0.36011,                 0.8526,                0.99365,                0.98237,                0.99472,                0.90343,                0.50458,                0.35018,                0.88388,              0.0081256,              0.0081256,              0.0081256
                    286,                0.50124,                0.35785,                0.85017,                0.99359,                0.98237,                0.99474,                0.91082,                0.49574,                0.34679,                0.88754,               0.008119,               0.008119,               0.008119
                    287,                0.50083,                0.36263,                0.86098,                0.99671,                0.98237,                0.99474,                0.90947,                0.48223,                0.33643,                0.88643,              0.0081124,              0.0081124,              0.0081124
                    288,                0.52788,                0.36954,                0.85621,                0.98716,                0.98561,                0.99406,                0.90711,                0.48581,                0.34205,                0.87447,              0.0081058,              0.0081058,              0.0081058
                    289,                 0.5164,                 0.3687,                0.85713,                0.98566,                0.98478,                0.99383,                0.90486,                  0.472,                0.34587,                0.86002,              0.0080992,              0.0080992,              0.0080992
                    290,                0.50992,                0.36947,                0.86124,                0.99193,                0.98514,                0.99378,                0.90703,                0.48399,                0.34477,                0.86306,              0.0080926,              0.0080926,              0.0080926
                    291,                0.50297,                0.35692,                0.85282,                0.99353,                0.98473,                0.99459,                0.90963,                0.47669,                0.34017,                0.86398,               0.008086,               0.008086,               0.008086
                    292,                 0.4948,                 0.3579,                0.85399,                 0.9909,                0.98718,                0.99444,                0.90871,                0.48428,                0.33649,                0.87557,              0.0080794,              0.0080794,              0.0080794
                    293,                0.49668,                0.35936,                0.84532,                0.99274,                0.98648,                0.99448,                0.90957,                0.47909,                0.33672,                 0.8651,              0.0080728,              0.0080728,              0.0080728
                    294,                0.49853,                0.36082,                0.85156,                0.99275,                0.98397,                0.99463,                0.90806,                0.45838,                0.33381,                0.86316,              0.0080662,              0.0080662,              0.0080662
                    295,                0.51056,                0.36335,                  0.854,                0.98706,                0.98317,                0.99436,                0.90465,                0.49651,                0.35532,                0.88123,              0.0080596,              0.0080596,              0.0080596
                    296,                0.50247,                0.36107,                0.85551,                0.98473,                0.98638,                0.99325,                0.90693,                0.49363,                0.36424,                0.88704,               0.008053,               0.008053,               0.008053
                    297,                0.50811,                0.36368,                0.85225,                0.98473,                0.98207,                0.99315,                0.90529,                0.48866,                0.35498,                0.88793,              0.0080464,              0.0080464,              0.0080464
                    298,                0.50553,                0.36058,                0.85625,                0.99059,                0.98397,                0.99366,                0.91303,                0.47025,                0.34526,                 0.8837,              0.0080398,              0.0080398,              0.0080398
                    299,                0.48173,                0.35368,                0.85065,                0.99385,                0.98718,                0.99351,                0.90731,                0.45651,                0.33639,                0.87188,              0.0080332,              0.0080332,              0.0080332
                    300,                0.50709,                0.36369,                0.85444,                0.99215,                0.98478,                 0.9939,                0.91146,                 0.5045,                0.34543,                0.89714,              0.0080266,              0.0080266,              0.0080266
                    301,                0.49962,                0.36148,                0.85152,                0.99212,                0.98558,                 0.9944,                0.90686,                0.51041,                 0.3547,                0.90148,                0.00802,                0.00802,                0.00802
                    302,                0.49742,                0.36096,                0.85265,                0.98866,                0.98558,                0.99449,                0.90778,                0.48558,                0.33717,                0.87791,              0.0080134,              0.0080134,              0.0080134
                    303,                0.49143,                0.35646,                0.85293,                0.98953,                0.98444,                0.99432,                0.90596,                0.47379,                0.34162,                0.87434,              0.0080068,              0.0080068,              0.0080068
                    304,                0.49993,                0.35705,                0.84982,                0.99452,                0.98397,                0.99459,                 0.9105,                 0.4784,                0.33207,                0.87822,              0.0080002,              0.0080002,              0.0080002
                    305,                0.48806,                0.35499,                0.85424,                0.99274,                0.98613,                0.99451,                0.90657,                0.47914,                0.35146,                0.87772,              0.0079936,              0.0079936,              0.0079936
                    306,                0.48441,                0.35827,                0.84927,                0.98795,                0.98571,                0.99192,                0.90617,                0.47303,                0.34672,                0.87523,               0.007987,               0.007987,               0.007987
                    307,                0.49314,                0.35024,                0.85111,                0.99193,                0.98504,                0.99456,                0.90384,                0.48346,                0.34208,                0.87718,              0.0079804,              0.0079804,              0.0079804
                    308,                0.49767,                0.35517,                0.84792,                0.99274,                0.98635,                0.99471,                 0.9025,                0.47789,                 0.3406,                  0.877,              0.0079738,              0.0079738,              0.0079738
                    309,                0.48617,                0.35422,                0.84939,                0.99306,                0.98638,                0.99443,                0.91272,                0.46227,                0.33591,                 0.8709,              0.0079672,              0.0079672,              0.0079672
                    310,                0.49191,                0.35728,                0.85376,                0.97347,                0.98558,                0.99266,                  0.902,                0.49865,                 0.4308,                0.89792,              0.0079606,              0.0079606,              0.0079606
                    311,                0.49013,                 0.3595,                0.85557,                0.98439,                0.98397,                0.99142,                0.90498,                0.51474,                0.39926,                0.91708,               0.007954,               0.007954,               0.007954
                    312,                0.48212,                0.35699,                0.85014,                0.98924,                0.98237,                0.99437,                0.90671,                0.50094,                0.36967,                0.90906,              0.0079474,              0.0079474,              0.0079474
                    313,                0.48761,                0.36126,                0.84798,                 0.9903,                0.98558,                0.99455,                0.90972,                0.45078,                0.34396,                0.86695,              0.0079408,              0.0079408,              0.0079408
                    314,                0.50399,                0.36007,                0.85288,                0.99319,                0.98798,                0.99338,                0.90671,                0.46246,                0.35195,                0.87142,              0.0079342,              0.0079342,              0.0079342
                    315,                0.48796,                0.35222,                0.85227,                0.99356,                0.98798,                0.99461,                0.90966,                0.47094,                  0.345,                0.86618,              0.0079276,              0.0079276,              0.0079276
                    316,                0.48026,                0.34748,                0.84644,                0.99275,                 0.9875,                0.99462,                0.91363,                0.44482,                 0.3264,                0.86275,               0.007921,               0.007921,               0.007921
                    317,                0.49512,                0.35886,                0.85056,                0.99286,                0.98558,                0.99451,                0.91251,                 0.4511,                0.32652,                0.85815,              0.0079144,              0.0079144,              0.0079144
                    318,                0.49251,                0.35797,                0.85322,                0.99347,                0.98718,                0.99463,                 0.9119,                0.44879,                0.33217,                 0.8558,              0.0079078,              0.0079078,              0.0079078
                    319,                0.48601,                0.35518,                0.84997,                0.99482,                0.98397,                0.99471,                0.91278,                0.47221,                0.34191,                0.87457,              0.0079012,              0.0079012,              0.0079012
                    320,                 0.4795,                0.34915,                0.84725,                0.99515,                 0.9859,                0.99463,                0.90761,                0.48327,                0.34261,                0.87437,              0.0078946,              0.0078946,              0.0078946
