                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.58137,                0.39211,                 0.8313,                0.99925,                      1,                  0.995,                0.92053,                0.43333,                 0.3135,                0.80175,              0.0012575,              0.0012575,              0.0012575
                    152,                0.51745,                0.35213,                0.84183,                0.99925,                      1,                  0.995,                0.91337,                0.46009,                0.31831,                0.80317,              0.0012526,              0.0012526,              0.0012526
                    153,                0.55821,                0.37348,                0.81196,                0.99925,                      1,                  0.995,                0.91337,                0.46009,                0.31831,                0.80317,              0.0012476,              0.0012476,              0.0012476
                    154,                0.53086,                0.35546,                0.81428,                0.99916,                      1,                  0.995,                0.91342,                0.45238,                0.31123,                0.80462,              0.0012426,              0.0012426,              0.0012426
                    155,                0.56219,                0.36368,                0.83753,                0.99916,                      1,                  0.995,                0.91342,                0.45238,                0.31123,                0.80462,              0.0012377,              0.0012377,              0.0012377
                    156,                0.55856,                0.34764,                0.81216,                0.99906,                      1,                  0.995,                0.91146,                0.46624,                0.31684,                0.80602,              0.0012328,              0.0012328,              0.0012328
                    157,                 0.5484,                0.35027,                0.82407,                0.99906,                      1,                  0.995,                0.91146,                0.46624,                0.31684,                0.80602,              0.0012278,              0.0012278,              0.0012278
                    158,                0.52681,                0.35693,                0.81525,                0.99915,                      1,                  0.995,                0.91711,                0.46001,                0.31711,                0.80494,              0.0012228,              0.0012228,              0.0012228
                    159,                0.49028,                0.35336,                0.79255,                0.99915,                      1,                  0.995,                0.91711,                0.46001,                0.31711,                0.80494,              0.0012179,              0.0012179,              0.0012179
                    160,                0.55131,                0.36235,                0.78936,                0.99919,                      1,                  0.995,                 0.9131,                 0.4733,                0.30489,                0.80529,              0.0012129,              0.0012129,              0.0012129
                    161,                0.52627,                0.34944,                0.82684,                0.99919,                      1,                  0.995,                 0.9131,                 0.4733,                0.30489,                0.80529,               0.001208,               0.001208,               0.001208
                    162,                0.57488,                0.34911,                0.81855,                0.99916,                      1,                  0.995,                0.90696,                0.48433,                0.30566,                0.80393,               0.001203,               0.001203,               0.001203
                    163,                0.53159,                0.34903,                0.79752,                0.99916,                      1,                  0.995,                0.90696,                0.48433,                0.30566,                0.80393,              0.0011981,              0.0011981,              0.0011981
                    164,                0.48733,                0.32443,                0.83739,                0.99933,                      1,                  0.995,                0.90053,                0.46674,                 0.3116,                0.80203,              0.0011932,              0.0011932,              0.0011932
                    165,                0.52432,                 0.3496,                0.83292,                0.99933,                      1,                  0.995,                0.90053,                0.46674,                 0.3116,                0.80203,              0.0011882,              0.0011882,              0.0011882
                    166,                0.56309,                0.35573,                0.81299,                0.99935,                      1,                  0.995,                0.91223,                 0.4505,                0.30349,                0.80092,              0.0011833,              0.0011833,              0.0011833
                    167,                0.58832,                0.39427,                 0.8662,                0.99935,                      1,                  0.995,                0.91223,                 0.4505,                0.30349,                0.80092,              0.0011783,              0.0011783,              0.0011783
                    168,                 0.5456,                0.35779,                0.81419,                0.99923,                      1,                  0.995,                0.91734,                0.45431,                0.30657,                 0.8012,              0.0011734,              0.0011734,              0.0011734
                    169,                0.50049,                0.34631,                0.80527,                0.99923,                      1,                  0.995,                0.91734,                0.45431,                0.30657,                 0.8012,              0.0011684,              0.0011684,              0.0011684
                    170,                0.43806,                0.32154,                0.82236,                0.99924,                      1,                  0.995,                0.92057,                 0.4441,                0.29967,                0.80162,              0.0011635,              0.0011635,              0.0011635
                    171,                0.51653,                0.34134,                0.80266,                0.99924,                      1,                  0.995,                0.92057,                 0.4441,                0.29967,                0.80162,              0.0011585,              0.0011585,              0.0011585
                    172,                0.47087,                0.34584,                0.81631,                0.99926,                      1,                  0.995,                0.93527,                0.41631,                0.28961,                0.80056,              0.0011536,              0.0011536,              0.0011536
                    173,                0.43947,                0.32387,                0.81069,                0.99926,                      1,                  0.995,                0.93527,                0.41631,                0.28961,                0.80056,              0.0011486,              0.0011486,              0.0011486
                    174,                0.47649,                0.33822,                0.80392,                0.99932,                      1,                  0.995,                0.92084,                0.43662,                0.29478,                0.80115,              0.0011437,              0.0011437,              0.0011437
                    175,                0.50186,                0.33028,                0.81495,                0.99932,                      1,                  0.995,                0.92084,                0.43662,                0.29478,                0.80115,              0.0011387,              0.0011387,              0.0011387
                    176,                0.51288,                 0.3554,                0.82515,                0.99936,                      1,                  0.995,                0.91302,                0.44186,                 0.2983,                0.80005,              0.0011337,              0.0011337,              0.0011337
                    177,                0.52122,                0.34208,                0.83783,                0.99936,                      1,                  0.995,                0.91302,                0.44186,                 0.2983,                0.80005,              0.0011288,              0.0011288,              0.0011288
                    178,                0.47237,                0.31635,                0.80958,                0.99931,                      1,                  0.995,                0.91396,                0.44204,                0.29954,                0.79869,              0.0011239,              0.0011239,              0.0011239
                    179,                0.50839,                 0.3299,                 0.8225,                0.99931,                      1,                  0.995,                0.91396,                0.44204,                0.29954,                0.79869,              0.0011189,              0.0011189,              0.0011189
                    180,                0.55489,                0.34294,                0.81176,                0.99923,                      1,                  0.995,                0.91104,                0.45439,                0.29942,                0.80015,               0.001114,               0.001114,               0.001114
                    181,                  0.533,                0.34401,                0.82726,                0.99923,                      1,                  0.995,                0.91104,                0.45439,                0.29942,                0.80015,               0.001109,               0.001109,               0.001109
                    182,                0.48351,                0.32895,                0.79547,                 0.9992,                      1,                  0.995,                0.91141,                0.45309,                0.29586,                0.80083,              0.0011041,              0.0011041,              0.0011041
                    183,                0.49033,                0.32586,                0.80882,                 0.9992,                      1,                  0.995,                0.91141,                0.45309,                0.29586,                0.80083,              0.0010991,              0.0010991,              0.0010991
                    184,                0.52314,                0.34609,                0.82284,                 0.9992,                      1,                  0.995,                0.92851,                0.43004,                0.28834,                0.79996,              0.0010941,              0.0010941,              0.0010941
                    185,                0.48716,                0.33362,                0.81903,                 0.9992,                      1,                  0.995,                0.92851,                0.43004,                0.28834,                0.79996,              0.0010892,              0.0010892,              0.0010892
                    186,                0.46003,                0.31963,                0.80435,                0.99918,                      1,                  0.995,                0.92511,                0.43109,                 0.2892,                0.79948,              0.0010842,              0.0010842,              0.0010842
                    187,                0.50338,                0.34002,                0.80983,                0.99918,                      1,                  0.995,                0.92511,                0.43109,                 0.2892,                0.79948,              0.0010793,              0.0010793,              0.0010793
                    188,                0.52422,                0.34178,                0.80465,                0.99913,                      1,                  0.995,                 0.9237,                0.44584,                0.29524,                0.80167,              0.0010743,              0.0010743,              0.0010743
                    189,                0.48649,                0.33427,                0.80336,                0.99913,                      1,                  0.995,                 0.9237,                0.44584,                0.29524,                0.80167,              0.0010694,              0.0010694,              0.0010694
                    190,                0.52558,                0.34376,                0.81502,                0.99902,                      1,                  0.995,                0.91218,                0.46896,                0.29898,                0.80301,              0.0010645,              0.0010645,              0.0010645
                    191,                0.53731,                0.36515,                0.82266,                0.99902,                      1,                  0.995,                0.91218,                0.46896,                0.29898,                0.80301,              0.0010595,              0.0010595,              0.0010595
                    192,                0.53724,                0.33629,                 0.8207,                  0.999,                      1,                  0.995,                 0.9226,                0.44994,                0.29848,                0.80165,              0.0010545,              0.0010545,              0.0010545
                    193,                0.51532,                0.33563,                0.81325,                  0.999,                      1,                  0.995,                 0.9226,                0.44994,                0.29848,                0.80165,              0.0010496,              0.0010496,              0.0010496
                    194,                0.53634,                0.33898,                0.81597,                  0.999,                      1,                  0.995,                0.93363,                0.43786,                0.29454,                0.80151,              0.0010447,              0.0010447,              0.0010447
                    195,                0.52701,                0.35551,                0.80345,                  0.999,                      1,                  0.995,                0.93363,                0.43786,                0.29454,                0.80151,              0.0010397,              0.0010397,              0.0010397
                    196,                0.58101,                0.36232,                 0.8104,                0.99903,                      1,                  0.995,                0.91469,                0.45038,                0.29141,                0.80197,              0.0010347,              0.0010347,              0.0010347
                    197,                0.59098,                0.35224,                0.80018,                0.99903,                      1,                  0.995,                0.91469,                0.45038,                0.29141,                0.80197,              0.0010298,              0.0010298,              0.0010298
                    198,                0.48899,                0.33009,                0.79238,                0.99909,                      1,                  0.995,                0.92151,                0.44754,                0.29154,                0.80318,              0.0010249,              0.0010249,              0.0010249
                    199,                0.49765,                0.32307,                0.82215,                0.99909,                      1,                  0.995,                0.92151,                0.44754,                0.29154,                0.80318,              0.0010199,              0.0010199,              0.0010199
                    200,                0.50512,                0.33967,                0.82714,                0.99908,                      1,                  0.995,                0.91648,                0.45229,                0.29636,                0.80618,              0.0010149,              0.0010149,              0.0010149
                    201,                0.50022,                0.35721,                 0.8335,                0.99908,                      1,                  0.995,                0.91648,                0.45229,                0.29636,                0.80618,                0.00101,                0.00101,                0.00101
                    202,                0.49326,                0.32715,                0.82587,                0.99902,                      1,                  0.995,                0.92884,                 0.4291,                0.29911,                0.80176,               0.001005,               0.001005,               0.001005
                    203,                0.49032,                0.32987,                0.83636,                0.99902,                      1,                  0.995,                0.92884,                 0.4291,                0.29911,                0.80176,              0.0010001,              0.0010001,              0.0010001
                    204,                0.55146,                0.36275,                0.81292,                0.99908,                      1,                  0.995,                0.92708,                0.42214,                0.29878,                 0.7991,             0.00099515,             0.00099515,             0.00099515
                    205,                0.52463,                0.34716,                0.80273,                0.99908,                      1,                  0.995,                0.92708,                0.42214,                0.29878,                 0.7991,              0.0009902,              0.0009902,              0.0009902
                    206,                 0.5106,                0.32248,                0.80358,                0.99911,                      1,                  0.995,                0.91767,                0.44145,                 0.2996,                0.80049,             0.00098525,             0.00098525,             0.00098525
                    207,                 0.5282,                0.33813,                0.82141,                0.99911,                      1,                  0.995,                0.91767,                0.44145,                 0.2996,                0.80049,              0.0009803,              0.0009803,              0.0009803
                    208,                0.56426,                0.34577,                0.83196,                 0.9991,                      1,                  0.995,                0.92769,                0.40707,                0.28615,                0.79811,             0.00097535,             0.00097535,             0.00097535
                    209,                0.48363,                0.32692,                0.80944,                 0.9991,                      1,                  0.995,                0.92769,                0.40707,                0.28615,                0.79811,              0.0009704,              0.0009704,              0.0009704
                    210,                0.51487,                0.34623,                0.82736,                0.99906,                      1,                  0.995,                0.92528,                0.43765,                0.29138,                0.80203,             0.00096545,             0.00096545,             0.00096545
                    211,                0.55047,                0.34582,                0.81747,                0.99906,                      1,                  0.995,                0.92528,                0.43765,                0.29138,                0.80203,              0.0009605,              0.0009605,              0.0009605
                    212,                 0.5693,                0.36025,                0.83361,                0.99897,                      1,                  0.995,                0.90422,                0.50851,                0.31377,                0.81098,             0.00095555,             0.00095555,             0.00095555
                    213,                 0.5796,                0.37823,                0.83139,                0.99897,                      1,                  0.995,                0.90422,                0.50851,                0.31377,                0.81098,              0.0009506,              0.0009506,              0.0009506
                    214,                 0.6204,                0.38779,                0.84456,                0.99891,                      1,                  0.995,                0.90933,                0.48284,                0.30932,                0.80794,             0.00094565,             0.00094565,             0.00094565
                    215,                0.62869,                0.38981,                0.83458,                0.99891,                      1,                  0.995,                0.90933,                0.48284,                0.30932,                0.80794,              0.0009407,              0.0009407,              0.0009407
                    216,                 0.5823,                0.36318,                0.83627,                0.99909,                      1,                  0.995,                0.91522,                0.43445,                 0.2933,                0.80023,             0.00093575,             0.00093575,             0.00093575
                    217,                0.50455,                0.33832,                0.82657,                0.99909,                      1,                  0.995,                0.91522,                0.43445,                 0.2933,                0.80023,              0.0009308,              0.0009308,              0.0009308
                    218,                0.48999,                0.34983,                0.81728,                0.99919,                      1,                  0.995,                0.91912,                 0.4319,                0.28884,                0.79994,             0.00092585,             0.00092585,             0.00092585
                    219,                0.53705,                 0.3466,                0.81599,                0.99919,                      1,                  0.995,                0.91912,                 0.4319,                0.28884,                0.79994,              0.0009209,              0.0009209,              0.0009209
                    220,                0.54089,                0.34101,                0.81112,                 0.9992,                      1,                  0.995,                0.92027,                 0.4341,                 0.2904,                0.80288,             0.00091595,             0.00091595,             0.00091595
                    221,                0.51195,                 0.3356,                0.79347,                 0.9992,                      1,                  0.995,                0.92027,                 0.4341,                 0.2904,                0.80288,               0.000911,               0.000911,               0.000911
                    222,                0.52241,                0.34861,                0.80339,                0.99929,                      1,                  0.995,                0.91587,                0.43609,                0.29597,                0.80139,             0.00090605,             0.00090605,             0.00090605
                    223,                0.54833,                0.35762,                 0.8002,                0.99929,                      1,                  0.995,                0.91587,                0.43609,                0.29597,                0.80139,              0.0009011,              0.0009011,              0.0009011
                    224,                0.49348,                0.34005,                0.82048,                0.99925,                      1,                  0.995,                0.91701,                0.44845,                0.30054,                0.80194,             0.00089615,             0.00089615,             0.00089615
                    225,                0.51685,                0.35017,                0.84206,                0.99925,                      1,                  0.995,                0.91701,                0.44845,                0.30054,                0.80194,              0.0008912,              0.0008912,              0.0008912
                    226,                0.53188,                0.34958,                0.82226,                0.99934,                      1,                  0.995,                 0.9279,                0.42407,                0.29729,                0.79999,             0.00088625,             0.00088625,             0.00088625
                    227,                0.42129,                0.30583,                0.80242,                0.99934,                      1,                  0.995,                 0.9279,                0.42407,                0.29729,                0.79999,              0.0008813,              0.0008813,              0.0008813
                    228,                 0.4772,                0.32485,                0.81073,                0.99932,                      1,                  0.995,                 0.9355,                0.40432,                0.29113,                0.79818,             0.00087635,             0.00087635,             0.00087635
                    229,                0.44271,                0.31338,                0.81167,                0.99932,                      1,                  0.995,                 0.9355,                0.40432,                0.29113,                0.79818,              0.0008714,              0.0008714,              0.0008714
                    230,                0.53923,                0.34405,                0.82014,                0.99932,                      1,                  0.995,                0.93608,                0.40344,                0.29136,                0.79732,             0.00086645,             0.00086645,             0.00086645
                    231,                0.48299,                0.30944,                0.81233,                0.99932,                      1,                  0.995,                0.93608,                0.40344,                0.29136,                0.79732,              0.0008615,              0.0008615,              0.0008615
                    232,                0.50668,                0.32967,                0.84094,                0.99935,                      1,                  0.995,                0.93856,                0.39075,                  0.286,                0.79802,             0.00085655,             0.00085655,             0.00085655
                    233,                0.48798,                0.33362,                0.81626,                0.99935,                      1,                  0.995,                0.93856,                0.39075,                  0.286,                0.79802,              0.0008516,              0.0008516,              0.0008516
                    234,                0.51914,                0.35112,                0.81685,                0.99936,                      1,                  0.995,                0.93225,                0.41009,                0.28284,                 0.8003,             0.00084665,             0.00084665,             0.00084665
                    235,                0.49814,                0.33111,                0.79741,                0.99936,                      1,                  0.995,                0.93225,                0.41009,                0.28284,                 0.8003,              0.0008417,              0.0008417,              0.0008417
                    236,                0.48585,                0.33125,                0.79827,                0.99938,                      1,                  0.995,                0.93121,                0.41553,                 0.2764,                0.80081,             0.00083675,             0.00083675,             0.00083675
                    237,                  0.488,                0.32563,                0.81442,                0.99938,                      1,                  0.995,                0.93121,                0.41553,                 0.2764,                0.80081,              0.0008318,              0.0008318,              0.0008318
                    238,                0.52398,                0.33905,                0.84593,                 0.9993,                      1,                  0.995,                0.93632,                0.37944,                0.27137,                 0.7974,             0.00082685,             0.00082685,             0.00082685
                    239,                0.48485,                0.32749,                0.82038,                 0.9993,                      1,                  0.995,                0.93632,                0.37944,                0.27137,                 0.7974,              0.0008219,              0.0008219,              0.0008219
                    240,                0.46039,                0.31311,                0.80497,                0.99932,                      1,                  0.995,                 0.9357,                0.39748,                0.26715,                0.79566,             0.00081695,             0.00081695,             0.00081695
                    241,                 0.4743,                0.31351,                 0.8008,                0.99932,                      1,                  0.995,                 0.9357,                0.39748,                0.26715,                0.79566,               0.000812,               0.000812,               0.000812
                    242,                0.45818,                0.31468,                0.79614,                0.99932,                      1,                  0.995,                0.92763,                0.40965,                0.27045,                0.79553,             0.00080705,             0.00080705,             0.00080705
                    243,                0.48398,                0.32289,                 0.8175,                0.99932,                      1,                  0.995,                0.92763,                0.40965,                0.27045,                0.79553,              0.0008021,              0.0008021,              0.0008021
                    244,                0.44704,                0.32679,                0.80349,                0.99932,                      1,                  0.995,                0.94398,                0.37368,                0.25831,                0.79477,             0.00079715,             0.00079715,             0.00079715
                    245,                0.45501,                0.29936,                 0.8015,                0.99932,                      1,                  0.995,                0.94398,                0.37368,                0.25831,                0.79477,              0.0007922,              0.0007922,              0.0007922
                    246,                0.45944,                 0.3142,                 0.8108,                0.99923,                      1,                  0.995,                0.94386,                0.37214,                0.25994,                0.79481,             0.00078725,             0.00078725,             0.00078725
                    247,                0.48658,                0.32554,                0.82261,                0.99923,                      1,                  0.995,                0.94386,                0.37214,                0.25994,                0.79481,              0.0007823,              0.0007823,              0.0007823
                    248,                0.51168,                0.32948,                0.81205,                0.99929,                      1,                  0.995,                0.94037,                0.38136,                 0.2627,                0.79535,             0.00077735,             0.00077735,             0.00077735
                    249,                0.48866,                0.31894,                0.81371,                0.99929,                      1,                  0.995,                0.94037,                0.38136,                 0.2627,                0.79535,              0.0007724,              0.0007724,              0.0007724
                    250,                 0.4845,                0.32449,                0.82106,                0.99929,                      1,                  0.995,                0.94448,                 0.3786,                 0.2601,                0.79444,             0.00076745,             0.00076745,             0.00076745
                    251,                0.48463,                0.31856,                0.80233,                0.99929,                      1,                  0.995,                0.94448,                 0.3786,                 0.2601,                0.79444,              0.0007625,              0.0007625,              0.0007625
                    252,                0.43865,                0.31217,                0.78046,                0.99932,                      1,                  0.995,                0.94609,                0.37176,                0.26356,                0.79333,             0.00075755,             0.00075755,             0.00075755
                    253,                  0.459,                0.30927,                0.80771,                0.99932,                      1,                  0.995,                0.94609,                0.37176,                0.26356,                0.79333,              0.0007526,              0.0007526,              0.0007526
                    254,                0.47019,                0.31019,                0.82232,                0.99934,                      1,                  0.995,                0.94706,                0.36908,                0.26212,                0.79357,             0.00074765,             0.00074765,             0.00074765
                    255,                0.46411,                0.32066,                0.84625,                0.99934,                      1,                  0.995,                0.94706,                0.36908,                0.26212,                0.79357,              0.0007427,              0.0007427,              0.0007427
                    256,                0.41689,                 0.2952,                 0.8002,                0.99933,                      1,                  0.995,                0.94696,                 0.3638,                0.26018,                0.79411,             0.00073775,             0.00073775,             0.00073775
                    257,                0.43159,                0.30597,                0.78844,                0.99933,                      1,                  0.995,                0.94696,                 0.3638,                0.26018,                0.79411,              0.0007328,              0.0007328,              0.0007328
                    258,                0.41325,                 0.2814,                0.81904,                0.99935,                      1,                  0.995,                0.93296,                0.40623,                0.26777,                0.79618,             0.00072785,             0.00072785,             0.00072785
                    259,                0.44844,                0.30624,                0.79698,                0.99935,                      1,                  0.995,                0.93296,                0.40623,                0.26777,                0.79618,              0.0007229,              0.0007229,              0.0007229
                    260,                0.46417,                0.31083,                0.81591,                0.99934,                      1,                  0.995,                0.92265,                0.43976,                0.28328,                0.79739,             0.00071795,             0.00071795,             0.00071795
                    261,                0.48521,                 0.3353,                0.81327,                0.99934,                      1,                  0.995,                0.92265,                0.43976,                0.28328,                0.79739,               0.000713,               0.000713,               0.000713
                    262,                0.47283,                0.30741,                0.79965,                0.99934,                      1,                  0.995,                 0.9296,                0.42251,                0.28321,                0.79671,             0.00070805,             0.00070805,             0.00070805
                    263,                0.45256,                0.31612,                0.81959,                0.99934,                      1,                  0.995,                 0.9296,                0.42251,                0.28321,                0.79671,              0.0007031,              0.0007031,              0.0007031
                    264,                0.41403,                0.30262,                0.82271,                0.99936,                      1,                  0.995,                0.93826,                 0.3759,                0.27142,                 0.7946,             0.00069815,             0.00069815,             0.00069815
                    265,                0.53439,                0.35491,                0.83591,                0.99936,                      1,                  0.995,                0.93826,                 0.3759,                0.27142,                 0.7946,              0.0006932,              0.0006932,              0.0006932
                    266,                 0.4871,                0.32465,                0.83834,                0.99935,                      1,                  0.995,                0.95322,                0.36255,                0.26431,                0.79297,             0.00068825,             0.00068825,             0.00068825
                    267,                0.45916,                0.33514,                0.79819,                0.99935,                      1,                  0.995,                0.95322,                0.36255,                0.26431,                0.79297,              0.0006833,              0.0006833,              0.0006833
                    268,                0.48803,                0.31886,                 0.8207,                0.99929,                      1,                  0.995,                0.95169,                0.35926,                0.26285,                0.79267,             0.00067835,             0.00067835,             0.00067835
                    269,                 0.4582,                0.30398,                 0.7726,                0.99929,                      1,                  0.995,                0.95169,                0.35926,                0.26285,                0.79267,              0.0006734,              0.0006734,              0.0006734
                    270,                0.45863,                0.30388,                0.80946,                0.99924,                      1,                  0.995,                0.94399,                0.37786,                0.26308,                 0.7941,             0.00066845,             0.00066845,             0.00066845
                    271,                0.44885,                0.32446,                0.81112,                0.99924,                      1,                  0.995,                0.94399,                0.37786,                0.26308,                 0.7941,              0.0006635,              0.0006635,              0.0006635
                    272,                0.44314,                0.30769,                0.80565,                0.99914,                      1,                  0.995,                0.93915,                 0.4064,                0.27315,                0.79542,             0.00065855,             0.00065855,             0.00065855
                    273,                0.43813,                0.30785,                 0.8083,                0.99914,                      1,                  0.995,                0.93915,                 0.4064,                0.27315,                0.79542,              0.0006536,              0.0006536,              0.0006536
                    274,                0.45068,                0.30569,                0.79481,                0.99906,                      1,                  0.995,                0.94229,                0.40936,                0.27602,                0.79542,             0.00064865,             0.00064865,             0.00064865
                    275,                0.47942,                0.32682,                0.81234,                0.99906,                      1,                  0.995,                0.94229,                0.40936,                0.27602,                0.79542,              0.0006437,              0.0006437,              0.0006437
                    276,                0.44519,                0.29479,                0.78955,                0.99898,                      1,                  0.995,                 0.9433,                0.38803,                0.26733,                0.79416,             0.00063875,             0.00063875,             0.00063875
                    277,                0.46095,                0.32133,                0.80844,                0.99898,                      1,                  0.995,                 0.9433,                0.38803,                0.26733,                0.79416,              0.0006338,              0.0006338,              0.0006338
                    278,                0.49933,                0.34014,                0.84917,                0.99883,                      1,                  0.995,                0.94159,                0.37586,                0.26734,                0.79331,             0.00062885,             0.00062885,             0.00062885
                    279,                0.48521,                0.32006,                0.79956,                0.99883,                      1,                  0.995,                0.94159,                0.37586,                0.26734,                0.79331,              0.0006239,              0.0006239,              0.0006239
                    280,                0.42803,                0.29129,                0.79147,                0.99881,                      1,                  0.995,                 0.9384,                0.37851,                0.26502,                0.79276,             0.00061895,             0.00061895,             0.00061895
                    281,                 0.4296,                0.29651,                0.80455,                0.99881,                      1,                  0.995,                 0.9384,                0.37851,                0.26502,                0.79276,               0.000614,               0.000614,               0.000614
                    282,                0.45626,                 0.3075,                0.80291,                0.99888,                      1,                  0.995,                0.95026,                0.36582,                0.25281,                0.79245,             0.00060905,             0.00060905,             0.00060905
                    283,                0.42473,                0.29767,                 0.8202,                0.99888,                      1,                  0.995,                0.95026,                0.36582,                0.25281,                0.79245,              0.0006041,              0.0006041,              0.0006041
                    284,                0.45904,                0.30692,                0.80806,                0.99902,                      1,                  0.995,                 0.9461,                 0.3665,                0.24955,                0.79318,             0.00059915,             0.00059915,             0.00059915
                    285,                0.43606,                0.29942,                0.80997,                0.99902,                      1,                  0.995,                 0.9461,                 0.3665,                0.24955,                0.79318,              0.0005942,              0.0005942,              0.0005942
                    286,                0.45445,                0.29746,                0.80059,                0.99924,                      1,                  0.995,                 0.9473,                0.37806,                 0.2593,                0.79413,             0.00058925,             0.00058925,             0.00058925
                    287,                0.46317,                0.30582,                0.77833,                0.99924,                      1,                  0.995,                 0.9473,                0.37806,                 0.2593,                0.79413,              0.0005843,              0.0005843,              0.0005843
                    288,                0.46747,                0.32611,                0.83378,                0.99927,                      1,                  0.995,                0.94786,                0.37683,                0.26223,                0.79442,             0.00057935,             0.00057935,             0.00057935
                    289,                0.46123,                0.31042,                0.80764,                0.99927,                      1,                  0.995,                0.94786,                0.37683,                0.26223,                0.79442,              0.0005744,              0.0005744,              0.0005744
                    290,                0.45163,                 0.3044,                 0.7924,                0.99927,                      1,                  0.995,                0.94553,                0.36547,                0.25888,                0.79362,             0.00056945,             0.00056945,             0.00056945
                    291,                0.46681,                0.30644,                0.82461,                0.99927,                      1,                  0.995,                0.94553,                0.36547,                0.25888,                0.79362,              0.0005645,              0.0005645,              0.0005645
                    292,                0.36826,                0.27246,                0.78978,                0.99929,                      1,                  0.995,                0.94174,                0.36524,                0.25992,                0.79251,             0.00055955,             0.00055955,             0.00055955
                    293,                0.44423,                0.29952,                0.80185,                0.99929,                      1,                  0.995,                0.94174,                0.36524,                0.25992,                0.79251,              0.0005546,              0.0005546,              0.0005546
                    294,                0.52273,                0.32016,                 0.8055,                0.99931,                      1,                  0.995,                0.94236,                 0.3723,                0.26258,                0.79345,             0.00054965,             0.00054965,             0.00054965
                    295,                0.46187,                0.30982,                0.78968,                0.99931,                      1,                  0.995,                0.94236,                 0.3723,                0.26258,                0.79345,              0.0005447,              0.0005447,              0.0005447
                    296,                0.46795,                0.32519,                0.78667,                0.99933,                      1,                  0.995,                0.94829,                0.38038,                0.26724,                0.79529,             0.00053975,             0.00053975,             0.00053975
                    297,                0.44228,                0.30628,                0.81072,                0.99933,                      1,                  0.995,                0.94829,                0.38038,                0.26724,                0.79529,              0.0005348,              0.0005348,              0.0005348
                    298,                0.42971,                0.30265,                0.81902,                 0.9993,                      1,                  0.995,                0.94551,                0.38461,                0.26177,                0.79463,             0.00052985,             0.00052985,             0.00052985
                    299,                0.41523,                0.28525,                0.79289,                 0.9993,                      1,                  0.995,                0.94551,                0.38461,                0.26177,                0.79463,              0.0005249,              0.0005249,              0.0005249
                    300,                 0.4409,                0.29261,                 0.8203,                0.99926,                      1,                  0.995,                0.94811,                0.37647,                0.25751,                0.79358,             0.00051995,             0.00051995,             0.00051995
                    301,                0.41842,                0.29352,                0.80603,                0.99926,                      1,                  0.995,                0.94811,                0.37647,                0.25751,                0.79358,               0.000515,               0.000515,               0.000515
                    302,                0.44325,                0.29912,                 0.7959,                0.99925,                      1,                  0.995,                0.95035,                0.36152,                 0.2584,                0.79332,             0.00051005,             0.00051005,             0.00051005
                    303,                0.41278,                0.29969,                0.79231,                0.99925,                      1,                  0.995,                0.95035,                0.36152,                 0.2584,                0.79332,              0.0005051,              0.0005051,              0.0005051
                    304,                0.42408,                0.28846,                0.79656,                0.99926,                      1,                  0.995,                 0.9502,                0.35745,                0.25799,                0.79293,             0.00050015,             0.00050015,             0.00050015
                    305,                0.39716,                0.28335,                0.77148,                0.99926,                      1,                  0.995,                 0.9502,                0.35745,                0.25799,                0.79293,              0.0004952,              0.0004952,              0.0004952
                    306,                0.46239,                0.30601,                0.80117,                0.99928,                      1,                  0.995,                0.95159,                0.35236,                0.25609,                 0.7922,             0.00049025,             0.00049025,             0.00049025
                    307,                 0.4181,                0.29207,                0.80463,                0.99928,                      1,                  0.995,                0.95159,                0.35236,                0.25609,                 0.7922,              0.0004853,              0.0004853,              0.0004853
                    308,                0.39267,                0.28977,                0.80331,                0.99928,                      1,                  0.995,                0.95262,                0.35434,                0.25141,                0.79155,             0.00048035,             0.00048035,             0.00048035
                    309,                0.42079,                0.28985,                 0.8122,                0.99928,                      1,                  0.995,                0.95262,                0.35434,                0.25141,                0.79155,              0.0004754,              0.0004754,              0.0004754
                    310,                0.44125,                0.28799,                0.80311,                0.99927,                      1,                  0.995,                0.95188,                0.35719,                0.24868,                0.79172,             0.00047045,             0.00047045,             0.00047045
                    311,                0.42532,                0.28928,                0.80892,                0.99927,                      1,                  0.995,                0.95188,                0.35719,                0.24868,                0.79172,              0.0004655,              0.0004655,              0.0004655
                    312,                0.42419,                0.28758,                0.80354,                0.99926,                      1,                  0.995,                0.95495,                0.35127,                0.25023,                0.79138,             0.00046055,             0.00046055,             0.00046055
                    313,                0.41535,                0.29247,                0.79419,                0.99926,                      1,                  0.995,                0.95495,                0.35127,                0.25023,                0.79138,              0.0004556,              0.0004556,              0.0004556
                    314,                0.40817,                0.29966,                0.79847,                0.99925,                      1,                  0.995,                0.95957,                 0.3431,                0.24809,                0.79155,             0.00045065,             0.00045065,             0.00045065
                    315,                0.40705,                0.29509,                0.80745,                0.99925,                      1,                  0.995,                0.95957,                 0.3431,                0.24809,                0.79155,              0.0004457,              0.0004457,              0.0004457
